105,,Dua Lipa,,,,Global,2019-02-01,Global,,,,,,,,Kiss and Make Up,,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,,6546157.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,French Montana,,,,Global,2019-02-01,Global,,,,,,,,No Stylist (feat. Drake),,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,,6544369.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,Ariana Grande,,,,Global,2019-02-01,Global,,,,,,,,breathin,,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,,6519301.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,6ix9ine,,,,Global,2019-02-01,Global,,,,,,,,KIKA,,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,,6496758.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,Sam Smith,,,,Global,2019-02-01,Global,,,,,,,,"Fire On Fire - From ""Watership Down""",,https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND,,6427408.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,Billie Eilish,,,,Global,2019-02-01,Global,,,,,,,,bury a friend,,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,,6369482.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,Future,,,,Global,2019-02-01,Global,,,,,,,,Crushed Up,,https://open.spotify.com/track/7wcyO1rrH3Ru4t659IjG41,,6322940.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,Travis Scott,,,,Global,2019-02-01,Global,,,,,,,,YOSEMITE,,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,,6294709.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,Becky G,,,,Global,2019-02-01,Global,,,,,,,,Cuando Te Besé,,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,,6286716.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,6ix9ine,,,,Global,2019-02-01,Global,,,,,,,,BEBE,,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,,6236540.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,Dua Lipa,,,,Global,2019-02-01,Global,,,,,,,,IDGAF,,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,,6231356.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,KAROL G,,,,Global,2019-02-01,Global,,,,,,,,Créeme,,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,,6222776.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,XXXTENTACION,,,,Global,2019-02-01,Global,,,,,,,,changes,,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,,6173673.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,Blueface,,,,Global,2019-02-01,Global,,,,,,,,Thotiana,,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,,6172805.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,Clean Bandit,,,,Global,2019-02-01,Global,,,,,,,,Solo (feat. Demi Lovato),,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,,6091246.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,benny blanco,,,,Global,2019-02-01,Global,,,,,,,,Roses (with Juice WRLD feat. Brendon Urie),,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47,,6052577.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,5 Seconds of Summer,,,,Global,2019-02-01,Global,,,,,,,,Lie To Me (feat. Julia Michaels),,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3,,6019705.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,Imagine Dragons,,,,Global,2019-02-01,Global,,,,,,,,Thunder,,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,,6010275.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,Metro Boomin,,,,Global,2019-02-01,Global,,,,,,,,Space Cadet (feat. Gunna),,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,,5963747.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,Sam Smith,,,,Global,2019-02-01,Global,,,,,,,,Too Good At Goodbyes,,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,,5941436.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,H.E.R.,,,,Global,2019-02-01,Global,,,,,,,,Best Part (feat. Daniel Caesar),,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,,5925154.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,Lady Gaga,,,,Global,2019-02-01,Global,,,,,,,,Always Remember Us This Way,,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,,5921727.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,The Chainsmokers,,,,Global,2019-02-01,Global,,,,,,,,This Feeling,,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,,5916029.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,Ariana Grande,,,,Global,2019-02-01,Global,,,,,,,,God is a woman,,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,,5898424.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,Kygo,,,,Global,2019-02-01,Global,,,,,,,,Happy Now,,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,,5887566.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,Lil Peep,,,,Global,2019-02-01,Global,,,,,,,,Falling Down - Bonus Track,,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,,5851745.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,Sebastian Yatra,,,,Global,2019-02-01,Global,,,,,,,,Ya No Tiene Novio,,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,,5823597.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,Camila Cabello,,,,Global,2019-02-01,Global,,,,,,,,Havana (feat. Young Thug),,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,,5778653.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,Queen,,,,Global,2019-02-01,Global,,,,,,,,Under Pressure - Remastered,,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,,5768353.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,James Arthur,,,,Global,2019-02-01,Global,,,,,,,,Say You Won't Let Go,,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,,5761460.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,Nio Garcia,,,,Global,2019-02-01,Global,,,,,,,,Te Boté - Remix,,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,,5730885.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,Post Malone,,,,Global,2019-02-01,Global,,,,,,,,I Fall Apart,,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,,5718903.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,George Ezra,,,,Global,2019-02-01,Global,,,,,,,,Shotgun,,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,,5681589.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,Zedd,,,,Global,2019-02-01,Global,,,,,,,,The Middle,,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,,5681354.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,6ix9ine,,,,Global,2019-02-01,Global,,,,,,,,FEFE,,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,,5651105.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,XXXTENTACION,,,,Global,2019-02-01,Global,,,,,,,,Fuck Love (feat. Trippie Redd),,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,,5589311.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,MERO,,,,Global,2019-02-01,Global,,,,,,,,Hobby Hobby,,https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT,,5567683.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,Dua Lipa,,,,Global,2019-02-01,Global,,,,,,,,New Rules,,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,,5565802.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,Jonas Blue,,,,Global,2019-02-01,Global,,,,,,,,Rise,,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,,5551480.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,XXXTENTACION,,,,Global,2019-02-01,Global,,,,,,,,BAD!,,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,,5547228.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,Silk City,,,,Global,2019-02-01,Global,,,,,,,,Electricity (with Dua Lipa),,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,,5518121.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,Lil Mosey,,,,Global,2019-02-01,Global,,,,,,,,Noticed,,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,,5502287.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,Kanye West,,,,Global,2019-02-01,Global,,,,,,,,I Love It (& Lil Pump),,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,,5492245.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,KAROL G,,,,Global,2019-02-01,Global,,,,,,,,Culpables,,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,,5371402.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,Lil Pump,,,,Global,2019-02-01,Global,,,,,,,,Butterfly Doors,,https://open.spotify.com/track/4NdXQlDTzxbOMkzJGWFtz3,,5370821.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,21 Savage,,,,Global,2019-02-01,Global,,,,,,,,monster,,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU,,5369929.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,Selena Gomez,,,,Global,2019-02-01,Global,,,,,,,,Back To You - From 13 Reasons Why – Season 2 Soundtrack,,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,,5343240.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,Robin Schulz,,,,Global,2019-02-01,Global,,,,,,,,Speechless (feat. Erika Sirola),,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,,5337677.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,Marshmello,,,,Global,2019-02-01,Global,,,,,,,,FRIENDS,,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,,5334584.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,Brytiago,,,,Global,2019-02-01,Global,,,,,,,,Asesina - Remix,,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,,5308634.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,NOTD,,,,Global,2019-02-01,Global,,,,,,,,So Close,,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK,,5238582.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,Reik,,,,Global,2019-02-01,Global,,,,,,,,Amigos Con Derechos,,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,,5236155.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,Future,,,,Global,2019-02-01,Global,,,,,,,,Fine China,,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN,,5156543.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,BlocBoy JB,,,,Global,2019-02-01,Global,,,,,,,,Look Alive (feat. Drake),,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,,5130019.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,Bebe Rexha,,,,Global,2019-02-01,Global,,,,,,,,I'm a Mess,,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,,5110108.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,Queen,,,,Global,2019-02-01,Global,,,,,,,,Somebody To Love - 2011 Mix,,https://open.spotify.com/track/4rDbp1vnvEhieiccprPMdI,,5100397.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,Post Malone,,,,Global,2019-02-01,Global,,,,,,,,Congratulations,,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,,5097324.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,Billie Eilish,,,,Global,2019-02-01,Global,,,,,,,,bellyache,,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,,5076114.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,Tyga,,,,Global,2019-02-01,Global,,,,,,,,Girls Have Fun (feat. G-Eazy & Rich The Kid),,https://open.spotify.com/track/1NHlyKgtR4roNylOhidKSv,,5062370.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,Manuel Turizo,,,,Global,2019-02-01,Global,,,,,,,,Sola,,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,,5054498.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,Julia Michaels,,,,Global,2019-02-01,Global,,,,,,,,Anxiety (with Selena Gomez),,https://open.spotify.com/track/1XJ93XskwJf7PCyIVLbNBt,,4994294.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,Bebe Rexha,,,,Global,2019-02-01,Global,,,,,,,,Meant to Be (feat. Florida Georgia Line),,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,,4987809.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,Lil Uzi Vert,,,,Global,2019-02-01,Global,,,,,,,,XO Tour Llif3,,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,,4986922.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,Little Mix,,,,Global,2019-02-01,Global,,,,,,,,Woman Like Me (feat. Nicki Minaj),,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,,4932174.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,Shawn Mendes,,,,Global,2019-02-01,Global,,,,,,,,In My Blood,,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,,4921219.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,SHAED,,,,Global,2019-02-01,Global,,,,,,,,Trampoline,,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk,,4890458.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,A$AP Rocky,,,,Global,2019-02-01,Global,,,,,,,,Praise The Lord (Da Shine) (feat. Skepta),,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,,4876915.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,Sia,,,,Global,2019-02-01,Global,,,,,,,,Thunderclouds,,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,,4866382.0,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
